char_len,word_count,type_count,ttr,content_ratio,avg_word_len,clause_count,question_type,has_comparative,has_negation,has_temporal,has_numeric,has_aggregation,has_question_mark,flesch_reading_ease,gunning_fog,flesch_kincaid_grade,smog_index,dep_tree_depth,has_passive,ne_count,ne_density,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_PROPN,pos_NUM,pos_ADP,pos_DET,pos_PRON,pos_CCONJ,pos_SCONJ,pos_PUNCT,pct_VBZ_VBP,pct_VBD,pct_VBN,ne_ORG,ne_PERSON,ne_GPE,ne_DATE,ne_MONEY,ne_PERCENT,ne_LAW,ne_NORP,ne_PRODUCT,ne_EVENT,ne_TIME,ne_CARDINAL,nlq,Domain
295,52,44,0.8462,0.6923,4.308,2,Other,0,1,0,1,0,0,,,,,7,0,5,0.0806,20.97,6.45,6.45,1.61,16.13,3.23,9.68,4.84,6.45,0.0,1.61,12.9,4.84,1.61,1.61,2,1,0,0,0,0,0,0,0,0,0,2,"Hi, using my landline with ee Digital Home Phone, keypad responses to automated services demands such as 'Press 1 for X, Press 2 for Y' etc do not register. As s a result many telephone services are not available to me.

My phone is a bog standard Panasonic KX-TGK220E

Any help much appreciated",TelcoQA
624,114,83,0.7281,0.6404,4.053,3,Other,0,1,0,1,0,0,,,,,7,1,5,0.0379,16.67,13.64,6.82,7.58,2.27,2.27,9.09,6.06,10.61,1.52,1.52,9.85,6.82,1.52,2.27,0,0,1,0,0,0,0,0,0,0,1,2,"Hi wonder if anyone can help.

New to EE switched over from BT recently. I'm currently on my 2nd SH31B router

Both had Firmware r1.34.1-R-1055417-PROD-83002, In case that helps.

My router seems to power recycle ever 24 hours at 13.05 the router does not come back up and stops at the orange flashing light. I then have to power off/on again for it to work. I have tried different power outlets, different cables and a 2nd router still the same problem. I never had any problems with my smart hub 2. I also can't seem to find anything within the hub manager that is obvious for this problem.

Any help would be appreciated.",TelcoQA
593,113,72,0.6372,0.6372,4.106,3,Other,0,1,0,1,0,0,,,,,9,1,8,0.0645,16.13,15.32,4.03,4.84,5.65,1.61,7.26,6.45,14.52,3.23,2.42,7.26,2.42,8.06,3.23,4,0,1,2,0,0,0,0,0,0,0,1,"Hi all,

I hope someone can help my sanity with a solution to my Broadband  problem, fingers cross

I already have EE fast fibre at the house, my contract expired recently and today I spoke with EE to seek a new deal. The advisor was clearly trying very hard to assist me but was unable to find my address on the new EE system. It was suggested that my address had not been registered with OpenReach but they installed the fibre 2 years ago. I was told I should go to the Post Office and register my address with OpenReach. The Post Office staff looked at me as if I had 2 heads.

Help please.",TelcoQA
213,46,37,0.8043,0.6087,3.457,0,Other,0,1,0,1,0,0,,,,,7,0,3,0.06,8.0,20.0,4.0,2.0,6.0,2.0,10.0,2.0,18.0,4.0,2.0,6.0,4.0,4.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,I joined EE broadband from BT on the 19th august. I would like to change to unlimited calls from pay per call but i don’t know how to do it. I called 150 and it’s not letting them do it yet. Can anyone help please,TelcoQA
479,89,54,0.6067,0.6966,4.135,2,Other,0,0,1,1,1,1,,,,,9,1,14,0.14,18.0,11.0,4.0,2.0,19.0,4.0,7.0,10.0,8.0,2.0,3.0,6.0,7.0,1.0,2.0,4,3,0,4,1,0,0,0,0,0,0,2,"Hi,

I have a smart wifi router with extender and I pay £10 per month extra.  With it came a mini wifi router - does anyone have an explanation for this

Smart Router, Smart WiFi Disc, 4GEE WiFi Mini and SIM included2GB monthly recurring data for 60 months on the Smart WiFi SIMSmart WiFi Fault Data if you ever experience a fixed line fault with EE Broadband we will boost the SIM with 250GB ofdata a month until the fault is resolved  Does this mean I get 2gb data every month?",TelcoQA
431,83,48,0.5783,0.6506,3.94,3,Other,0,0,1,1,0,0,,,,,6,1,4,0.0421,23.16,9.47,5.26,2.11,1.05,3.16,11.58,8.42,12.63,2.11,2.11,6.32,6.32,0.0,6.32,0,0,1,1,2,0,0,0,0,0,0,0,"Hi All.

I have got a 24 month contract with EE for unlimited data for £36 a month and since taking on that contract I have now taken fibre broadband to my home, this I have seen can come with a cheaper unlimited data sim deal because I have got BB.

Can I change my Contract to the new deal with my broadband? or am I locked into the £36 a month unlimited data deal I have already got?

Thanks in advance for any replies / advice.",TelcoQA
143,27,23,0.8519,0.5926,4.148,1,Do_Does_Did,0,1,0,0,0,0,,,,,6,0,1,0.0333,13.33,20.0,0.0,3.33,3.33,0.0,6.67,3.33,16.67,0.0,6.67,10.0,10.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,"Does anyone know how to determine when my contract ends using my account only?  I do not wish to talk to anyone on the telephone.  Thanks, Kevi",TelcoQA
240,48,42,0.875,0.5208,3.896,1,Other,0,1,0,0,0,0,,,,,8,1,1,0.0196,21.57,5.88,5.88,3.92,5.88,0.0,11.76,7.84,9.8,5.88,1.96,5.88,5.88,0.0,5.88,0,0,0,0,0,0,0,0,1,0,0,0,"I can no longer access my Octopus Energy account over ee wifi but can on mobile data or on other wifi networks.  I am not aware of changes to any settings that have been made - any idea why this has happened and any ideas for a fix?

Thanks",TelcoQA
483,90,65,0.7222,0.5889,4.122,1,Other,0,0,0,0,0,0,,,,,10,1,2,0.0202,21.21,11.11,8.08,5.05,2.02,0.0,7.07,10.1,8.08,4.04,2.02,6.06,6.06,4.04,1.01,0,1,0,0,0,0,0,1,0,0,0,0,"I bought an SW30A WiFi extender brand new and boxed via a private seller, and upon trying to connect the unit to the power supply it won't fit - really strange, the power supply model number is S024AWM1200200

I don't understand how the product was sold with a power supply that doesn't fit?

It was in original packaging and the adapter size _looks_ correct but it seems to be maybe a millimetre of so too small in diameter.

Is it possible to get a replacement PSU from EE?

Thanks",TelcoQA
397,68,43,0.6324,0.6176,4.676,2,Other,0,0,0,1,1,0,,,,,11,0,4,0.0533,22.67,10.67,18.67,2.67,2.67,2.67,13.33,5.33,5.33,1.33,1.33,6.67,5.33,0.0,1.33,1,0,0,0,1,0,0,0,0,0,0,2,Having mobile broadband states that you can have unlimited data mobile SIMs. In the important information it states:New and re-contracting EE broadband customers can add unlimited data mobile SIMs from just £10 a month (for SIMs with capped speeds of 10Mbps)Does that mean the unlimited data is only for SIMs with capped speeds of 10Mbps? I would like unlimited data on a SIM with uncapped speeds.,TelcoQA
2701,514,235,0.4572,0.6654,4.08,12,Other,1,1,1,1,1,0,,,,,8,1,30,0.0515,14.41,13.89,6.52,7.72,6.86,2.4,8.23,3.77,10.29,5.66,1.37,10.98,3.09,7.55,1.37,7,1,5,5,0,0,0,0,0,0,2,8,"Initially had BT hub but during transition to EE they asked if I’d like a Smart Hub Plus. No extra charge, faster broadband so I said why not! Big mistake

New hub worked for about ten days perfectly fine, then on 25th March everything gradually stopped connecting, starting with Samsung smart TV, then Alexas, Nest camera and iPads.Open Reach engineer came and tested speeds - his laptop showed 930Mbps (Ethernet cable to router), and his mobile showed 68Mbps (wi-fi). He looked into it but was miffed and had never seen problem before. So he installed new hub which EE had sent, and initially it worked fine, even faster broadband speed than last one. Set up tv, Alexa, Nest etc and all worked for about an hour then stopped working again. Spoke to engineer again and he suggested it may be issue with automatic software updates. So I contacted EE, ordered another hub and got any further updates on this new hub stopped (not ideal but if it worked….)

Whilst waiting for new hub to arrive I spoke to an EE technician. Lovely lad, was on for over two hours, tried everything he could possibly think of, even got me to go on hub manager and talk him through it. No obvious problem and he was unable to fix it.So third hub arrived 11th April and I installed it. Worked long enough to connect TV and a few Alexas then same problem again. Someone suggested it may be one of my devices creating a problem so we made sure all apps were updated and every iPad and iPhone had up to date software. We originally had over 20 items connected to Wi-Fi (which with BT hub was fine) but we removed everything except the nest camera and my iPhone. Nest camera seems to work most of the time but does occasionally drop out. iPhone still unable to access apps like Netflix and Prime video and safari is patchy at best

If I go on 4G everything works fine. I took phone and iPad to my mum’s house, used her Wi-Fi and everything worked fine (she has BT hub). So at present only way to access tv and iPads etc at home is to use my iPhone as a hotspot

So to sum it up we have super fast broadband to the hub, but not able to access it as somehow it’s not transmitting wifi to the house. Out of the 20 + items, only the Nest camera seems to connect more often than not, and even that drops out now and again (never did that with BT hub). I tried setting up one of the Smart Wi-Fi Plus extenders but that didn’t help. I even tried leaving it connected to hub but still no difference

On hub manager there are 2.4GHz and 5 GHz channels. It only seems to be the Nest camera that uses 2.4GHz, some devices are using wireless 5Ghz, and others are using wireless wi-fi extender

Please, please someone help, I’m at my wits end",TelcoQA
178,33,26,0.7879,0.5152,4.242,2,Can_Could,0,0,0,0,0,0,,,,,5,1,4,0.1081,13.51,8.11,2.7,0.0,10.81,0.0,8.11,13.51,8.11,2.7,5.41,10.81,10.81,0.0,5.41,4,0,0,0,0,0,0,0,0,0,0,0,"Could someone advise me please, what is the function of the WAN socket when the Hub is connected to the ONT?  And does this function change when DHCP is turned off?

Many thanks!",TelcoQA
976,206,105,0.5097,0.6165,3.617,6,What,1,1,1,1,0,0,,,,,9,1,7,0.032,13.24,15.53,3.2,9.59,3.2,2.28,7.31,5.02,15.53,3.65,3.2,3.65,3.65,7.76,2.74,0,1,0,1,1,0,0,0,1,0,1,2,"What a pain it has been to switch over to EE to get new router and faster speeds. Initially I was told they can order the 1.6gbps broadband from EE as I had by complete WiFi and i agreed only then after the phone call ended I noticed they simply transferred over like for like package on EE and found I then had to pay more not much but still £1 more. I was later told to let my order complete and I can then regrade and get the 1.6gb fibre from EE. I then checked on EE and it was still showing as I have the 900mb package. A few days passed, however  to my surprise it now shows I can get rhe 1.6 gbps package from EE. So when I called again to day I was told I can’t get it even though I am on full fibre fttp as the people on the phone said they can’t see the offer so can’t provide this to me  so firstly I was misled and missold what I was ordering then now their site doesn’t match it states I can get which is mis advertising. I have spent a number hours on the phone.",TelcoQA
327,63,45,0.7143,0.6667,3.873,3,Other,1,0,0,1,0,1,,,,,5,0,2,0.0267,20.0,8.0,8.0,4.0,5.33,1.33,5.33,10.67,8.0,2.67,2.67,17.33,5.33,2.67,2.67,0,0,0,1,0,0,0,0,0,0,0,1,"BT sent me an EE router when I renewed contracts in Jan 24 - a ‘SH20a’. Now I’ve fully transferred to EE services, EE has sent me a new EE router - a ‘SH31b’ … same shape, but bigger physical dimensions. I’m presuming due to the numbering that the replacement router is a newer version, and that should send the older one back?",TelcoQA
1176,227,132,0.5815,0.652,4.084,9,Other,0,1,1,0,0,0,,,,,11,1,4,0.0162,13.36,17.81,5.26,4.86,1.21,0.81,4.86,6.48,16.6,4.86,2.83,6.07,1.62,8.91,2.43,1,0,2,0,0,0,0,0,0,0,0,1,"Hi all,

I recently went to change me BT account e.g. removing some tv packages we weren't using and removing home phone and there was some issues with my logon making it impossible to do online (I thought they may have refunded these non used services as it was their issue but they glossed over it  but hey....). I was then told that BT was changed to EE and I had to change my equipment and open up a new contract. All went well but we needed a broadband extender as the BT one didn't work anymore. I phoned someone and they said it wasn't on my new contract but they would send me one to make things compatible with my previous contract, so great. However when I later enquired after not receiving the booster I received an automated message to say the booster wasn't in my contract.

After a few lengthy online chat sessions I was sent a number to call but then forgot as I went on holiday and I can't find the chats anywhere to get the number again. Does anyone know of an easy way to resolve this? I am willing to pay for the booster but just need to know the compatible one (Although I don't believe I should have to since they told me they would send me one).

Thanks",TelcoQA
211,42,36,0.8571,0.7143,3.786,1,Other,0,0,0,0,0,0,,,,,5,0,1,0.02,12.0,18.0,2.0,4.0,4.0,0.0,10.0,2.0,20.0,0.0,2.0,12.0,12.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,"Im logging into my BT account to move to EE. When i click on move to EE all i get is

Sorry , something went wrong at our end,

we're working to fix this. Please try again later.

Anybody have any ideas?

Cheers",TelcoQA
43,8,8,1.0,0.75,4.375,1,Where,0,0,0,0,0,1,,,,,3,0,0,0.0,33.33,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,where i can find my home broadband details?,TelcoQA
677,126,81,0.6429,0.5556,4.278,3,Other,0,1,1,0,0,0,,,,,10,1,2,0.0149,20.15,17.16,5.97,4.48,1.49,0.0,10.45,8.96,8.96,3.73,2.99,5.97,5.97,0.0,5.97,1,0,0,1,0,0,0,0,0,0,0,0,"Hello

Over the last few days when going to the home broadband page to look at offers logged in I keep getting the following error

For broadband deals go toOur Broadband Shop

Clicking on the broadband shop page results in the same error, no other page has this issue, only home broadband, its working not signed in but when signed in has this error, so either something is wrong with my account or the website has an issue with signed in users, it has worked in the past.

I hoping this can be sorted since the new site I have found it very laggy and difficult to use prompting me to look elsewhere, but hopefully this can be resolved soon without me needing to call.

Cheers",TelcoQA
91,17,16,0.9412,0.6471,3.824,0,Why,0,0,0,1,0,0,,,,,7,1,2,0.087,21.74,4.35,4.35,0.0,0.0,8.7,13.04,0.0,8.7,0.0,4.35,8.7,4.35,4.35,4.35,0,0,0,0,2,0,0,0,0,0,0,0,Why is my landline standing charge £80. Was told I’d be on anytime charge of £12 per month!,TelcoQA
175,32,25,0.7812,0.6562,4.375,1,Other,0,1,0,0,0,1,,,,,3,0,2,0.0556,25.0,8.33,5.56,2.78,11.11,0.0,8.33,2.78,5.56,8.33,2.78,11.11,2.78,2.78,5.56,2,0,0,0,0,0,0,0,0,0,0,0,"Recently upsold to EE Broadband and router from BT contract and router. Sent new EE equipment, but not the boosters as I had expected. Will my BT boosters work with EE router?",TelcoQA
1090,212,129,0.6085,0.6557,4.014,7,Other,1,1,1,1,0,0,,,,,9,1,9,0.0386,15.88,14.16,4.72,5.15,1.72,2.15,9.87,6.01,12.45,3.43,1.72,7.73,2.58,5.58,3.43,0,0,1,5,0,0,0,0,0,0,3,0,"Hi,

To keep this short, I put in an order to move my broadband and mobile package from BT to EE three weeks ago. Mobiles no problem. After these three weeks I hadn’t heard anything at all about my broadband move. It turned out there was some hitch because of a piece of equipment and whoever was handling the order just dropped it and didn’t inform me.

On Weds I was holding for 1 hour and 35 minutes whilst someone tried to sort this out. Finally, they said the problem had been found and resolved and they would call me back yesterday after 4pm to complete the order for my new broadband package.  No-one called. I have been trying to get through again today and can’t get to speak to anyone as they’re all busy. I can’t face another hold like last time. I don’t think Friday afternoon is a good time to get something like this resolved.

I’m not sure which department would be best to call as none of the choices exactly fit. Last time I was passed from person to person several times, but I don’t know which department I ended up with. Can someone here from EE please help me?

Thanks",TelcoQA
401,73,55,0.7534,0.6438,4.247,1,Other,0,1,0,0,0,0,,,,,9,1,2,0.0244,18.29,9.76,2.44,6.1,14.63,0.0,8.54,8.54,9.76,4.88,1.22,4.88,3.66,2.44,4.88,1,0,0,1,0,0,0,0,0,0,0,0,"Hi there,

Please can someone help. My family and I have come home from a holiday today and I noticed that the mains for our EE router and openreach modem had been switched off. Now I can't any internet connection at all.

The router is stuck on flashing orange

Lights on the openreach look like this and I have no internet connection on the router

Power = Green

LOS = Red

PON = Empty

LAN = Green",TelcoQA
367,72,59,0.8194,0.625,3.931,4,Other,0,1,1,0,0,0,,,,,7,0,2,0.0238,9.52,16.67,2.38,8.33,7.14,0.0,4.76,5.95,9.52,4.76,3.57,9.52,4.76,1.19,2.38,1,0,0,0,0,0,0,0,0,1,0,0,"Recently joined EE and all working fine.

Just trying to work out though, seen lots of ads about Game and Work Mode which would be quite interesting to use.

Where do I see these options as they're not in the Android app (latest build).

I've seen I might need to get the WiFi Enhancer but when I click get, I can't go any further, nor can I see any cost etc.

Thanks",TelcoQA
332,76,46,0.6053,0.6053,3.263,2,Other,0,0,0,0,0,1,,,,,6,1,5,0.0588,22.35,8.24,4.71,2.35,5.88,0.0,11.76,7.06,9.41,5.88,2.35,10.59,2.35,4.71,3.53,0,1,3,1,0,0,0,0,0,0,0,0,"I was on BT for broadband, landline and TV, but with EE for mobile. When I got a new phone from EE last week, I was moved over to EE for everything. The guy in the shop said I would get a new EE hub, WiFi disks and EE TV box. But I have only been sent the TV box. Will I still be able to use the BT hub and disks when I switch over?",TelcoQA
2081,377,201,0.5332,0.6286,4.326,20,Other,1,1,1,1,0,0,,,,,9,1,13,0.0305,19.48,11.74,6.34,6.1,3.05,2.11,9.62,9.86,7.51,2.35,3.52,7.75,6.57,1.41,2.11,3,0,0,3,0,0,0,0,1,0,2,3,"We've been with EE full fibre with the back-up hybrid connect 4G router system for around 4 months and while the service is good when the router's connected, it feels clunky to have to manually restart the Smart Hub router every couple of weeks to reconnect to the service after the connection is dropped.I know that in the greater scheme of things a weekly router reset is a small price to pay for an otherwise good service, but there does seem to be something up with the SH31B router/firmware/software. Connecting to the router's home page through a browser can be a painfully slow process, often taking 20 seconds or more to log in to the home screen, before getting a ""We experienced difficulty getting the data. Could you kindly reload the page?[CHOP3-800]"" error. This usually happens before it stops letting you log in entirely and forces you to power cycle it.After a router restart this log in speeds back up to 5 seconds, doesn't get the CHOP3-800 error and everything's fine and dandy again. It's as though the longer the router stays up, the more errors it develops before it falls over again.It would also be good if the router's error log kept all the errors BEFORE the router restart, so you can see what happened as it fell over. As it stands the log appears to be wiped after every reboot, so is as good as useless to troubleshoot from. Especially seeing as just before a reboot is needed, the router often doesn't let you log in at all, just timing out on the EE logo/spinning balls screen.I'd swap it out with an alternative router, but we're tied into the EE smart hub because we wanted to keep our landline phone number and the 4g hybrid back up system, two services which I'm not sure third part routers would support.Is anyone else having similar issues?Thanks(The smart hub is running App 1.11.0 and firmware version:r1.29.0-R-950306-PROD-83002.My home set up is the SH31B with its WIFI capabilities switched off, and a TP link Deco system handling the wifi duties through the house, each post connected individually via ethernet to the back of the SH31B.)",TelcoQA
344,67,52,0.7761,0.597,3.985,3,Other,0,0,0,0,0,0,,,,,6,1,1,0.0141,19.72,12.68,5.63,1.41,9.86,0.0,8.45,9.86,14.08,2.82,1.41,7.04,7.04,2.82,1.41,1,0,0,0,0,0,0,0,0,0,0,0,"Hi,  I have a Smart Hybrid Connect HC10A which is connected via cable to my EE Smart Hub.  What is the easiest way to test if it works and what sort of speed I get?  I tried removing the incoming WAN ethernet cable from the smart hub router but that just resulted in the loss of all internet access.

I would appreciate any advice.

Many thanks",TelcoQA
563,101,76,0.7525,0.7228,4.228,1,Other,1,1,0,1,1,0,,,,,6,1,8,0.0702,23.68,11.4,6.14,2.63,8.77,4.39,7.89,4.39,12.28,0.0,1.75,5.26,3.51,7.02,2.63,1,1,2,2,0,0,0,0,0,0,1,1,"I was with BT for 38 years happy customer.  By said they were upgrading me conned they moved me to EE WORST COMPANY EVER.

I had the wrong land line number

now I have my number back

Cannot use my land line

what is smart WiFi???

3 minibus none working

ring doorbell does not connect was told on Thursday not compatible

what a load if crap I have been fed total phone calls to BT/EE 15 hours nothing sorted what a load of unprofessional non customer service staff.  Hold on fir 30 minutes 5 minutes into the call the cut off

@BT

@CONTACTMC

@Sales

@Billing",TelcoQA
268,50,40,0.8,0.54,4.12,2,Other,0,0,0,0,0,0,,,,,8,0,4,0.069,15.52,17.24,1.72,0.0,10.34,0.0,12.07,10.34,8.62,3.45,1.72,10.34,8.62,1.72,5.17,4,0,0,0,0,0,0,0,0,0,0,0,"Hi all,

I have the GT-BE98 connected to the ONT and laptop connected to the router via ethernet.

IPV6 was running / working on the smarthub provided by EE but what are the settings for ASUS routers to enable IPV6 ? im on the busiest home bundle if that helps.Thanks.",TelcoQA
72,16,15,0.9375,0.625,3.438,0,Other,0,0,0,0,0,1,,,,,5,0,0,0.0,5.88,11.76,0.0,17.65,0.0,0.0,11.76,11.76,11.76,0.0,5.88,5.88,5.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,I’m moving out in just over a month- how do I cancel the contract early?,TelcoQA
427,76,56,0.7368,0.6579,3.908,1,Other,0,1,0,1,0,0,,,,,8,0,9,0.1011,15.73,8.99,4.49,1.12,22.47,4.49,11.24,4.49,3.37,3.37,1.12,7.87,3.37,2.25,3.37,4,1,0,0,1,0,0,0,0,0,0,3,"Dell Latitude E7240  cant connect to Smart Hub 2

W10 22H2 build 19045.4561  (all up to date)

Had Full Fibre installed ... and while other devices (2.4 & 5 Ghz) connected OK to new Router

The Dell does not show EE network in the network list - i.e .no SSID

It does show 4 networks of my neighbours

Connected by Ethernet to make wure W10 and Dell drivers up to date

Did a repair of Intel WiFi drivers to be sure - no change",TelcoQA
153,28,25,0.8929,0.6429,4.321,1,Other,0,0,1,1,0,1,,,,,5,0,1,0.0323,25.81,6.45,6.45,0.0,0.0,3.23,9.68,12.9,12.9,3.23,3.23,6.45,6.45,0.0,3.23,0,0,0,1,0,0,0,0,0,0,0,0,I have agreed a new broadband contract with another company but their is a 7 day gap between contracts - how can I extend my EE contract for that period?,TelcoQA
135,31,29,0.9355,0.6129,3.323,1,Is_Are,0,1,0,0,0,0,,,,,6,1,1,0.0312,18.75,9.38,9.38,0.0,6.25,0.0,15.62,9.38,6.25,0.0,3.12,3.12,3.12,3.12,3.12,0,0,0,1,0,0,0,0,0,0,0,0,IS there any way to get wi fi with out a router as  Wi Fi will not be set up for another week. I was looking at mobile hot spot devices,TelcoQA
121,25,21,0.84,0.6,3.84,1,Other,0,0,0,0,0,0,,,,,4,0,0,0.0,23.08,15.38,3.85,0.0,0.0,0.0,11.54,0.0,19.23,3.85,0.0,3.85,7.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,"Cancellation fees is there any, I won’t to move to talk talk for interest but stay with EE for my mobile is that possible",TelcoQA
120,22,20,0.9091,0.7727,4.455,0,Other,0,0,0,0,0,0,,,,,4,0,1,0.0455,40.91,18.18,9.09,4.55,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,9.09,0.0,4.55,0,0,1,0,0,0,0,0,0,0,0,0,Just setting up wifi extender but light won’t turn aqua but stays solid blue Is extender faulty -have done factory reset,TelcoQA
2715,471,254,0.5393,0.6645,4.55,11,Other,1,1,1,1,0,0,,,,,12,1,32,0.0596,15.83,12.85,6.89,5.96,8.94,2.42,8.19,6.33,8.75,2.79,2.05,8.57,5.59,2.61,3.54,15,4,1,4,0,0,0,0,1,0,1,5,"Last Friday, we eagerly upgraded from 72mb EE internet to Full Fibre Gigabit (900) and have had nothing but issues ever since. We already had a Smart Hub Plus SH31B so EE didn't send new equipment.We are seeing terribly slow speeds, EE's speed test within their own app often showing 2-4 Mbps (nowhere near the guaranteed 700 Mbps) and Openreach's preferred speed test site fast.com not going higher than 140 Mbps at all. ee.co.uk itself takes almost 2 minutes to load all the images, it looks like I'm back on dialup from the 90s.2 Mbps on EE's own speed test within their app

Packet loss is unbearable and makes gaming impossible, and video streaming on netflix, disney+, amazon prime video is impossible as it constantly buffers, seemingly due to the packet loss.packet loss on Call of Duty PS5 (connected via ethernet)packet loss on Xbox (connected via ethernet)

traceroute to EE's primary DNS server listed on the SH+packetlosstest.com result

It's been almost impossible to get any support from EE's ""Tech Guides"", after the usual ""lets try rebooting your router"" they want to schedule an openreach engineer to visit. We've had 2 openreach engineers visit now, both have run multiple tests including their full SFFP test which show the line itself reaching speeds of 825 and 900. As soon as we reconnect to EE, speed is crawling again. Openreach have replaced the ONT, swapped the fibre to another port on the CBT, and confirmed no faults or alarms have been noted on the line. The light reading on the fibre into the property reads -15, which is meant to be a good strength. Openreach also rebuilt the config their side, but no change.

Openreach tried to get through to someone higher up at EE to escalate and were told EE would send a new Smart Hub Plus SH31B, we waited for this to arrive and it didn't make any difference either. There literally is nothing else we / openreach can do at our property to eliminate issues so we're stuck hitting a brick wall trying to get EE to investigate further.

What makes it worse, also last Friday our next door neighbour had their full fibre upgrade, 500 Mbps through BT Retail, and they are getting their full service and not experiencing the same problems. They are connected to the same CBT as us (its just us 2 connected as it's only just become available in the area)

EE tech guides claim they've never heard of anyone have such issues, although the Openreach engineers hinted that the majority of their repair calls at the moment are to EE customers with issues not too dissimilar to ours.

Has anyone else had similar issues on EE's Full Fibre service and reached a positive conclusion with EE? Any advice on how best to escalate this would be appreciated",TelcoQA
776,143,91,0.6364,0.6783,4.294,7,Other,0,1,1,1,0,1,,,,,6,1,6,0.0395,11.18,17.76,2.63,5.92,7.89,1.97,7.24,2.63,19.74,2.63,3.95,5.26,3.29,7.89,5.26,1,0,2,3,0,0,0,0,0,0,0,0,I moved from BT to EE Broadband in early March 2024 when my BT contract ended. Unfortunately they had to move  me to EE apparently and I’ve had issues with customer service ever since.I was unable to see my broadband bill as they couldn’t link my EE broadband account to my EE mobile. This wasn’t resolved till June 2024.In July 24 I asked to reduce my TV package which they did but I have discovered when doing that they recontracted me to their broadband!I then questioned what happened only to discover they also reconstructed me in June!  Again without my consent.I have received no emails at anytime saying I was re contracted and I suspect something if wrong with their system but I have had to make a complaint to get this sorted.Any other customers having this issue??,TelcoQA
158,33,24,0.7273,0.5455,3.515,2,Where,0,0,0,1,0,1,,,,,5,0,1,0.0263,18.42,13.16,2.63,0.0,5.26,5.26,5.26,5.26,13.16,5.26,5.26,7.89,5.26,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Where can I find the actual end date of my EE broadband contract? And if the contract will be end of 8 May 2024 and I want to leave EE. Anything I need to do?,TelcoQA
720,122,84,0.6885,0.5902,4.656,6,Other,1,1,0,0,0,0,,,,,7,0,12,0.0889,11.85,10.37,2.22,5.19,17.04,0.0,7.41,4.44,12.59,4.44,2.96,10.37,8.15,0.0,1.48,5,0,6,0,0,0,0,0,0,0,0,1,"Hi all

Just transferred to EE from Vodafone; Smart Hub SH31B all working but as ever does not cover everywhere in my old house. So I want to switch back to my Draytek Vigor / Linksys Velop mesh.

EE are telling me the BB username isbthomehub@btbroadband.comwith either nothing, or BT as the PW. But this does not work and elsewhere on the forums I see references to""BB Username  =PRODUCTIONHQNUNdigits@FSthen BB pwd =HQNPASSdigits"" - which seems like it might be more personalised.

Question is - where are the details for this and what are the digits referred to please?

If, of course, this is what I need for the Linksys settings!

Many thanks

Where BB Username  =PRODUCTIONHQNUNdigits@FSthen BB pwd =HQNPASSdigits.",TelcoQA
421,80,60,0.75,0.6,4.025,4,Other,0,1,1,1,0,0,,,,,5,1,8,0.087,11.96,15.22,3.26,4.35,4.35,3.26,9.78,9.78,15.22,3.26,3.26,9.78,9.78,0.0,2.17,2,0,1,3,0,0,0,0,0,0,0,2,"Since switching our landline from BT to EE we no longer have an Answerphone. When we dial. 1571 we receive a message saying we don’t have that facility; though there is an option to set it up.  We follow the various prompts and it says it will be set up in a few days. But, after a couple of weeks absolutely nothing happens. I have gone through the procedure 2 or 3 times now.  There is nothing useful on the EE website.",TelcoQA
683,129,82,0.6357,0.7132,4.054,2,Other,0,1,0,1,0,0,,,,,6,1,7,0.0526,11.28,11.28,3.76,2.26,17.29,0.0,9.02,7.52,9.77,4.51,1.5,12.03,6.02,1.5,1.5,7,0,0,0,0,0,0,0,0,0,0,0,"Hi,

I’ve switched over to EE Full Fibre (FTTP) broadband and telephone. I’m currently using my old telephone; it’s connected into the back of the EE SmartHub Plus, for VoIP/Digital Voice.

I want to upgrade to a new telephone, and I was looking at the BT Essential Digital Home Phone, link below.

https://store.ee.co.uk/products/bt-essential-digital-home-phone-090709-G4Z9.html

On the website it says the following, ""ONLY WORKS WITH BT DIGITAL VOICE SERVICE""

Please could someone clarity if this phone will work on the EE SmartHub Plus. I’d want to sync it to my EE SmartHub Plus router using the WPS button but I’m concerned if it’s compatible or not?

Many thanks for any help.",TelcoQA
404,76,52,0.6842,0.6184,4.184,3,Other,0,1,1,0,0,0,,,,,6,1,4,0.0471,18.82,15.29,7.06,2.35,1.18,0.0,10.59,9.41,10.59,1.18,2.35,10.59,5.88,2.35,1.18,1,0,0,3,0,0,0,0,0,0,0,0,"Hello,

I received an email today stating my current broadband plan (standard boardband with landline) ends at the end of the month. While I am given the options to upgrade, the email also states I can chose to stay on my current plan.

If I choose to stay on my current plan, will it automatically renew from the start of next month? As the email or searching on the EE website does not make this clear.",TelcoQA
